first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Marita,Riditch,mriditch64@chronoengine.com,12/3/1975,China,2.15,Economics,91,"[{'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Literary Themes'}]"
Khalil,Cavilla,kcavilla65@google.es,12/16/1987,China,3.8,Mathematics,103,"[{'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Modern Philosophy'}]"
Chicky,McLucas,cmclucas66@seattletimes.com,6/1/1991,Sweden,2.63,Education,98,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'World Views'}]"
Leonanie,Kiehl,lkiehl67@sogou.com,9/19/1947,China,2.28,Business,128,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Applied Ethics in Humanities'}]"
Kiley,Trowbridge,ktrowbridge68@yelp.com,6/19/1921,Israel,3.66,American Studies,82,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}]"
Anastasie,Goggey,agoggey69@thetimes.co.uk,7/28/1986,Poland,1.56,Pre-Med,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Modern Philosophy'}]"
Kristofor,Armytage,karmytage6a@g.co,7/20/1923,Afghanistan,3.67,Business,91,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Applied Ethics in Humanities'}]"
Dalston,Shatliff,dshatliff6b@twitter.com,6/3/1964,China,1.71,Sociology,89,"[{'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Post-Classical History'}]"
Nicolis,Garrioch,ngarrioch6c@unesco.org,2/10/1983,Canada,3.07,Political Science,85,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Ancient Philosophy'}]"
Debbi,Renard,drenard6d@sphinn.com,1/17/1986,Madagascar,3.63,Communications,107,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Knowledge'}]"
Quintana,Jackson,qjackson6e@booking.com,6/16/1921,Philippines,2.22,Anthropology,100,"[{'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Applied Ethics in Humanities'}]"
Alexia,Pavlovic,apavlovic6f@icio.us,2/1/1951,Honduras,3.76,Political Science,100,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Intro to College English'}]"
Gwendolyn,De Hoogh,gdehoogh6g@blog.com,2/25/1949,Indonesia,2.62,Mathematics,96,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Modern Philosophy'}]"
Grata,Cossey,gcossey6h@hugedomains.com,4/20/1975,Thailand,1.52,Economics,125,"[{'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Knowledge'}]"
Gerardo,Cana,gcana6i@tinyurl.com,9/25/1940,Russia,2.45,Communications,80,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Science: History and Methodology'}]"
Kelvin,Jindrak,kjindrak6j@psu.edu,2/28/1924,Greece,1.52,Pre-Med,114,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Knowledge'}]"
Sidoney,Hostan,shostan6k@barnesandnoble.com,6/27/1948,Philippines,2.17,Political Science,106,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Physical Activity and Autonomy'}]"
Derrek,Satchell,dsatchell6l@hp.com,11/20/1972,Indonesia,2.08,Communications,128,"[{'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Modern Philosophy'}]"
Colas,Limpricht,climpricht6m@umn.edu,6/24/1939,Russia,2.26,Economics,97,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Literary Genres'}]"
Gav,Antrack,gantrack6n@hao123.com,10/17/1927,China,2.64,Computer Science,94,"[{'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Applied Themes in English'}]"
Adolphus,Caney,acaney6o@taobao.com,1/13/1982,Chile,1.62,Business,103,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Modern Philosophy'}]"
Harrison,Sans,hsans6p@skype.com,7/25/1991,Philippines,3.7,Business,98,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Intro to College English'}]"
Rory,Broscombe,rbroscombe6q@apple.com,2/25/1949,Poland,2.49,Pre-Med,115,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Johannah,Ormistone,jormistone6r@pagesperso-orange.fr,6/5/1986,Greece,2.29,Economics,105,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Ancient Philosophy'}]"
Abraham,Brooks,abrooks6s@unicef.org,9/5/1996,Indonesia,3.21,American Studies,101,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Knowledge'}]"
Guendolen,Job,gjob6t@infoseek.co.jp,12/12/1986,Brazil,3.28,Anthropology,101,"[{'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'World Views'}]"
Laure,Le Estut,lleestut6u@360.cn,1/3/1977,Sweden,2.56,Economics,98,"[{'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'World Views'}]"
Reynold,Lucien,rlucien6v@wikia.com,8/18/1933,Sweden,3.63,Philosophy,114,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Science: History and Methodology'}]"
Leona,McConnel,lmcconnel6w@arizona.edu,2/4/1944,France,2.0,Sociology,95,"[{'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Ancient Philosophy'}]"
Care,Roaf,croaf6x@cocolog-nifty.com,8/8/1941,Indonesia,2.75,Sociology,99,"[{'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Modern Philosophy'}]"
Lexy,Littrick,llittrick6y@yelp.com,12/18/1949,Poland,1.87,Anthropology,86,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Modern Philosophy'}]"
Carlina,Orrill,corrill6z@slideshare.net,9/25/1984,Poland,2.46,Sociology,104,"[{'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Post-Classical History'}]"
Eugenius,Dayes,edayes70@redcross.org,12/14/1952,China,3.17,Political Science,85,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'World Views'}]"
Clarine,Burndred,cburndred71@hp.com,4/18/1997,Nigeria,2.02,Pre-Med,83,"[{'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Knowledge'}]"
Carilyn,Patesel,cpatesel72@netvibes.com,5/18/1952,Brazil,3.34,Philosophy,111,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Genres'}]"
Claudette,Verson,cverson73@usgs.gov,4/26/1992,Portugal,3.56,Computer Science,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 82, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}]"
Joe,MacLeese,jmacleese74@nationalgeographic.com,10/6/1941,Indonesia,3.22,Pre-Med,121,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Literary Genres'}]"
Sallie,Flinn,sflinn75@patch.com,12/26/1931,Philippines,1.7,Political Science,83,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Genres'}]"
Ozzy,Brede,obrede76@4shared.com,9/27/1942,Philippines,3.99,Political Science,96,"[{'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Greco-Roman Tradition'}]"
Sergent,Fozard,sfozard77@about.com,3/5/1940,Albania,3.2,Anthropology,83,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Sacred Writing'}]"
Cale,Yeo,cyeo78@ebay.co.uk,1/28/1923,Poland,3.59,Mathematics,123,"[{'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Applied Themes in English'}]"
Shanon,Stears,sstears79@mtv.com,10/12/1926,Netherlands,2.1,Political Science,129,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Physical Activity and Autonomy'}]"
Kalina,Sisey,ksisey7a@storify.com,1/7/1927,Nigeria,2.9,Political Science,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Science: History and Methodology'}]"
Aleksandr,Drejer,adrejer7b@timesonline.co.uk,10/20/1939,Colombia,2.47,Philosophy,82,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Post-Classical History'}]"
Andie,Riseam,ariseam7c@nba.com,2/1/1987,Venezuela,1.65,Computer Science,88,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'World Views'}]"
Kim,McLaggan,kmclaggan7d@amazon.com,7/18/1945,Uganda,2.58,Anthropology,95,"[{'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Applied Ethics in Humanities'}]"
Massimo,O'Kane,mokane7e@surveymonkey.com,7/22/1978,Philippines,1.66,Economics,118,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'World Views'}]"
Adams,Rishman,arishman7f@1688.com,2/16/1938,Poland,3.96,Anthropology,88,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Science: History and Methodology'}]"
Charline,Outhwaite,couthwaite7g@bbb.org,11/3/1968,Palestinian Territory,1.95,Computer Science,122,"[{'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Principles of Mathematics and Logic'}]"
Misty,Gait,mgait7h@huffingtonpost.com,7/11/1996,Austria,3.65,American Studies,120,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Principles of Mathematics and Logic'}]"
Alford,Bonson,abonson7i@theatlantic.com,2/23/1969,Indonesia,1.82,Communications,117,"[{'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Literary Genres'}]"
Brigitte,Doogan,bdoogan7j@xing.com,8/2/1978,Russia,2.72,Education,82,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Post-Classical History'}]"
Daniela,Davidsohn,ddavidsohn7k@hubpages.com,2/3/1991,China,2.32,Mathematics,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Literary Themes'}]"
Celestina,Nealon,cnealon7l@soundcloud.com,5/26/1975,Russia,1.72,Education,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Principles of Mathematics and Logic'}]"
Helge,Spurman,hspurman7m@smh.com.au,11/23/1945,Russia,3.84,Sociology,110,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Themes'}]"
Pamela,Strangeway,pstrangeway7n@youtu.be,4/26/1941,Portugal,3.64,Anthropology,102,"[{'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Renaissance to Baroque Art'}]"
Fletcher,Gummoe,fgummoe7o@loc.gov,4/17/1935,France,3.17,Business,82,"[{'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Greco-Roman Tradition'}]"
Mitzi,Davisson,mdavisson7p@aol.com,5/14/1939,Russia,3.21,Business,89,"[{'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Sacred Writing'}]"
Leanora,Aleevy,laleevy7q@indiegogo.com,7/23/1933,Indonesia,3.63,Business,103,"[{'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Literary Genres'}]"
